종목코드,종목명,업종,현재가,PER,PBR,ROE(%),PEG,배당률(%),시가총액(억),1개월_수익률(%),3개월_수익률(%),5개월_수익률(%)
078350,한양디지텍,기타,28150.0,28.67,2.41,8.41,3.41,0.0,42.91,26.8,34.05,-13.91
332570,PS일렉트로닉스,기타,9420.0,26.84,3.55,13.23,2.03,0.0,43.28,9.03,74.77,0.96
067160,SOOP,기타,36750.0,4.15,0.84,20.24,0.21,0.0,42.24,-5.16,-20.54,-38.75
101730,위메이드맥스,기타,4910.0,-11.53,0.88,0.0,0.0,0.0,41.15,14.05,84.24,-15.49
130660,한전산업,기타,12970.0,103.76,4.1,3.95,26.27,0.0,42.28,10.2,18.88,-37.94
078340,컴투스,기타,34200.0,11.94,0.39,3.27,3.65,0.0,41.35,9.44,50.66,3.17
272290,이녹스첨단소재,기타,20800.0,7.24,1.0,13.81,0.52,0.0,41.47,-1.89,-9.96,-41.24
072710,농심홀딩스,기타,89500.0,3.62,0.31,8.56,0.42,0.0,41.51,-6.09,7.57,-8.3
403550,쏘카,기타,10830.0,-19.34,2.16,0.0,0.0,0.0,41.09,-3.13,-2.87,-18.88
306200,세아제강,기타,147300.0,13.93,0.37,2.66,5.24,0.0,41.78,7.83,23.16,-9.41
204620,글로벌텍스프리,기타,5830.0,11.8,2.93,24.83,0.48,0.0,40.98,13.2,27.02,6.78
187660,페니트리움바이오,기타,6400.0,-14.68,42.11,0.0,0.0,0.0,40.94,83.38,25.74,-50.31
092230,KPX홀딩스,기타,93400.0,4.97,0.33,6.64,0.75,0.0,39.46,-8.88,18.98,4.71
376300,디어유,기타,17210.0,21.92,1.95,8.9,2.46,0.0,40.85,-6.92,-11.88,-46.05
014830,유니드,기타,60600.0,6.28,0.37,5.89,1.07,0.0,41.01,-2.57,-2.42,-34.42
241770,메카로,기타,39500.0,31.91,1.92,6.02,5.3,0.0,40.26,5.33,-6.84,-1.25
271940,일진하이솔루스,기타,11200.0,-203.64,1.29,0.0,0.0,0.0,40.67,5.36,18.14,-36.72
001200,유진투자증권,기타,4190.0,6.29,0.34,5.41,1.16,0.0,40.59,-3.68,3.58,-24.64
030520,한컴,기타,16770.0,11.79,1.09,9.25,1.27,0.0,40.55,-5.09,1.33,-20.9
005389,현대차3우B,기타,172000.0,0.0,0.0,0.0,0.0,0.0,40.03,-12.07,-14.43,-28.93
020000,한섬,기타,18640.0,9.04,0.28,3.1,2.92,0.0,40.03,18.95,-6.05,-27.19
357120,코람코라이프인프라리츠,기타,4100.0,53.25,0.84,1.58,33.7,0.0,39.91,-4.21,1.86,-16.67
018290,브이티,기타,11420.0,6.67,1.63,24.44,0.27,0.0,39.9,-11.2,6.53,-33.29
003000,부광약품,기타,4010.0,27.28,1.16,4.25,6.42,0.0,39.56,-3.37,4.56,-45.07
005420,코스모화학,기타,10310.0,-13.05,1.8,0.0,0.0,0.0,39.6,-4.45,4.67,-43.16
002810,삼영무역,기타,21250.0,6.7,0.62,9.25,0.72,0.0,39.24,-8.6,12.32,4.17
015360,INVENI,기타,14450.0,4.93,0.5,10.14,0.49,0.0,39.38,3.14,5.4,-10.02
016590,신대양제지,기타,9690.0,17.12,0.48,2.8,6.11,0.0,39.05,-4.53,12.28,-25.35
114810,한솔아이원스,기타,13790.0,13.96,1.81,12.97,1.08,0.0,38.81,-0.14,6.73,-23.39
174900,앱클론,기타,19580.0,0.0,0.0,0.0,0.0,0.0,39.07,-30.81,-22.46,-64.66
089010,켐트로닉스,기타,23250.0,38.05,1.66,4.36,8.73,0.0,38.99,1.97,-1.06,-41.44
078130,국일제지,기타,3400.0,-212.5,3.2,0.0,0.0,0.0,38.33,-3.27,-12.6,-22.02
092190,서울바이오시스,기타,8420.0,-25.06,4.89,0.0,0.0,0.0,38.62,-3.99,23.64,41.28
095660,네오위즈,기타,17860.0,7.81,0.66,8.45,0.92,0.0,38.64,-1.81,9.24,-23.18
344820,KCC글라스,기타,24050.0,-4.59,0.28,0.0,0.0,0.0,38.41,-3.22,13.18,-16.93
317400,자이에스앤디,기타,9750.0,13.41,0.83,6.19,2.17,0.0,37.81,-3.94,190.18,95.2
183190,아세아시멘트,기타,10520.0,23.27,0.35,1.5,15.51,0.0,37.85,3.75,21.48,-12.99
001940,KISCO홀딩스,기타,26650.0,-20.71,0.29,0.0,0.0,0.0,37.78,-5.66,10.81,-2.56
092730,네오팜,기타,23450.0,13.51,1.88,13.92,0.97,0.0,37.59,-1.05,39.25,16.67
215200,메가스터디교육,기타,36100.0,4.57,0.75,16.41,0.28,0.0,37.42,-0.82,-4.24,-21.26
439960,코스모로보틱스,기타,11750.0,-13.94,22.42,0.0,0.0,0.0,38.13,-10.98,-20.12,-51.04
029530,신도리코,기타,38550.0,19.36,0.31,1.6,12.1,0.0,37.45,-5.4,-1.41,-24.71
008730,율촌화학,기타,15000.0,89.29,1.27,1.42,62.88,0.0,37.2,-3.54,6.91,-42.97
475960,토모큐브,기타,27600.0,-75.62,9.48,0.0,0.0,0.0,37.19,-11.68,-13.88,-49.45
486990,노타,기타,17490.0,-17.88,13.58,0.0,0.0,0.0,37.42,-6.02,-9.61,-51.82
194370,제이에스코퍼레이션,기타,12760.0,4.74,0.7,14.77,0.32,0.0,37.03,-4.93,12.74,-17.11
477850,마키나락스,기타,21000.0,-22.25,21.56,0.0,0.0,0.0,37.28,-13.93,14.13,-65.0
042000,카페24,기타,15190.0,9.43,1.38,14.63,0.64,0.0,36.73,-9.64,-8.6,-43.21
107640,한중엔시에스,기타,40850.0,92.0,3.96,4.3,21.4,0.0,37.03,13.79,30.3,-39.12
126560,현대퓨처넷,기타,3365.0,49.49,0.5,1.01,49.0,0.0,36.75,4.02,14.26,-3.03
031430,신세계인터내셔날,기타,10480.0,86.61,0.43,0.5,173.22,0.0,36.67,0.0,-14.17,-29.62
170920,엘티씨,기타,35100.0,73.12,2.8,3.83,19.09,0.0,37.08,0.0,-14.29,-25.79
006220,제주은행,기타,9660.0,24.96,0.56,2.24,11.14,0.0,36.51,0.31,-1.83,-26.15
078020,LS증권,기타,6570.0,19.21,0.42,2.19,8.77,0.0,36.45,-2.38,12.31,-16.52
006910,보성파워텍,기타,7500.0,61.98,4.07,6.57,9.43,0.0,36.85,6.23,13.64,-38.47
092790,넥스틸,기타,13890.0,10.02,0.78,7.78,1.29,0.0,36.12,14.79,11.75,-16.48
003800,에이스침대,기타,32300.0,6.4,0.46,7.19,0.89,0.0,35.82,-2.71,5.21,-5.69
033160,엠케이전자,기타,14740.0,245.67,0.84,0.34,722.56,0.0,36.21,3.0,-30.31,-49.52
018000,유니슨,기타,1246.0,-11.64,2.89,0.0,0.0,0.0,36.37,27.14,34.56,-6.95
441270,파인엠텍,기타,8610.0,-21.91,1.93,0.0,0.0,0.0,36.34,24.42,52.66,-20.2
060980,HL홀딩스,기타,39600.0,17.83,0.34,1.91,9.34,0.0,35.47,-0.38,1.67,-9.69
236200,슈프리마,기타,50900.0,11.38,1.31,11.51,0.99,0.0,35.5,-9.43,28.86,-8.62
000157,두산2우B,기타,389000.0,0.0,0.0,0.0,0.0,0.0,34.74,22.91,-2.75,-29.27
027410,BGF,기타,3730.0,6.04,0.2,3.31,1.82,0.0,35.7,-5.57,1.91,-26.72
200710,에이디테크놀로지,기타,26250.0,97.95,2.51,2.56,38.26,0.0,35.34,2.54,-2.78,-55.81
200470,에이팩트,기타,8130.0,-6.79,6.23,0.0,0.0,0.0,35.63,31.13,-0.37,-14.96
079370,제우스,기타,11410.0,-60.69,1.05,0.0,0.0,0.0,35.39,15.02,21.38,-35.13
078160,메디포스트,기타,8980.0,-4.03,1.41,0.0,0.0,0.0,35.21,3.58,11.41,-66.62
025320,시노펙스,기타,3840.0,48.0,2.06,4.29,11.19,0.0,35.41,-5.19,-14.09,-37.86
036800,나이스정보통신,기타,7610.0,8.88,0.84,9.46,0.94,0.0,34.63,0.79,35.89,32.35
007690,국도화학,기타,38100.0,16.19,0.38,2.35,6.89,0.0,35.28,-0.65,18.88,-9.5
950210,프레스티지바이오파마,기타,5920.0,15.96,0.87,5.45,2.93,0.0,35.58,-4.67,0.17,-35.51
089590,제주항공,기타,4360.0,-3.02,1.28,0.0,0.0,0.0,35.16,1.04,-3.96,-18.05
006405,삼성SDI우,기타,215500.0,0.0,0.0,0.0,0.0,0.0,34.87,4.11,3.11,-30.26
217590,티엠씨,기타,14440.0,-656.36,3.11,0.0,0.0,0.0,34.79,24.91,21.55,-53.42
105630,한세실업,기타,8720.0,6.09,0.47,7.72,0.79,0.0,34.88,-2.35,10.38,-25.21
104700,한국철강,기타,9410.0,16.99,0.41,2.41,7.05,0.0,34.3,-5.24,6.81,-9.26
011760,현대코퍼레이션,기타,26100.0,3.98,0.45,11.31,0.35,0.0,34.53,1.16,21.68,-18.44
170900,동아에스티,기타,35250.0,-12.1,0.53,0.0,0.0,0.0,34.29,-6.37,10.16,-22.95
003350,한국화장품제조,기타,15250.0,0.0,0.0,0.0,0.0,0.0,34.56,5.83,109.19,43.06
348210,넥스틴,기타,33200.0,-141.28,2.25,0.0,0.0,0.0,34.78,-3.49,-24.2,-57.71
393890,더블유씨피,기타,10340.0,-2.16,0.39,0.0,0.0,0.0,34.99,18.85,10.35,-43.22
448900,한국피아이엠,기타,56800.0,-6311.11,5.99,0.0,0.0,0.0,34.5,10.94,8.19,-43.14
046970,우리로,기타,8000.0,-444.44,8.86,0.0,0.0,0.0,35.06,84.33,52.38,-16.32
069080,웹젠,기타,11080.0,15.99,0.47,2.94,5.44,0.0,34.31,2.59,-2.21,-9.92
005610,삼립,기타,39850.0,24.49,0.67,2.74,8.94,0.0,34.39,0.76,8.88,-19.82
417840,저스템,기타,15140.0,93.46,6.14,6.57,14.23,0.0,34.62,25.23,12.65,25.64
389470,인벤티지랩,기타,25600.0,-33.51,4.96,0.0,0.0,0.0,34.07,-13.8,-27.99,-60.55
900290,GRT,기타,3670.0,4.05,0.35,8.64,0.47,0.0,34.04,-9.16,53.88,-13.34
011930,신성이엔지,기타,16990.0,-49.97,1.48,0.0,0.0,0.0,34.5,2.91,-1.91,-57.47
025900,동화기업,기타,6790.0,-7.5,0.38,0.0,0.0,0.0,34.33,-5.83,13.36,-43.04
330860,네패스아크,기타,28250.0,-12.0,2.08,0.0,0.0,0.0,34.42,10.35,-23.34,-23.65
015860,일진홀딩스,기타,6870.0,9.64,0.6,6.22,1.55,0.0,33.9,1.33,19.69,-32.65
138080,오이솔루션,기타,27700.0,-11.06,4.8,0.0,0.0,0.0,34.29,19.14,14.23,-31.09
036620,감성코퍼레이션,기타,3760.0,11.9,3.11,26.13,0.46,0.0,33.79,-4.93,4.74,-42.51
001230,동국홀딩스,기타,2175.0,21.53,0.15,0.7,30.76,0.0,33.82,7.41,28.55,-14.54
017810,풀무원,기타,8840.0,18.61,1.05,5.64,3.3,0.0,33.7,-8.87,-1.89,-27.36
455900,엔젤로보틱스,기타,21700.0,-31.63,8.07,0.0,0.0,0.0,33.4,4.08,19.03,-27.79
121440,골프존홀딩스,기타,7800.0,13.9,0.4,2.88,4.83,0.0,33.41,4.0,83.31,52.64
064260,다날,기타,4475.0,-4.92,1.11,0.0,0.0,0.0,33.85,-18.19,9.41,-41.5
039440,에스티아이,기타,21450.0,22.02,1.14,5.18,4.25,0.0,33.26,5.41,-14.03,-43.25
110990,디아이티,기타,17570.0,10.93,1.37,12.53,0.87,0.0,33.21,6.68,-1.84,-34.07
002310,아세아제지,기타,8450.0,11.92,0.38,3.19,3.74,0.0,33.33,-1.29,15.28,-7.24
012030,DB,기타,1632.0,6.69,0.69,10.31,0.65,0.0,32.83,9.9,-11.21,-22.65
093520,매커스,기타,27800.0,18.47,1.92,10.4,1.78,0.0,33.09,7.13,68.89,0.91
060280,큐렉소,기타,8020.0,119.7,3.42,2.86,41.85,0.0,33.09,-9.79,-6.53,-53.61
067630,HLB생명과학,기타,2675.0,-3.27,1.1,0.0,0.0,0.0,32.61,-4.12,-10.68,-37.65
024720,콜마홀딩스,기타,9450.0,13.84,0.53,3.83,3.61,0.0,32.41,-8.7,29.1,-5.59
145720,덴티움,기타,37550.0,25.32,0.58,2.29,11.06,0.0,32.38,1.76,-1.96,-29.42
096760,JW홀딩스,기타,4375.0,5.53,1.13,20.43,0.27,0.0,32.34,9.1,22.21,-0.34
372320,큐로셀,기타,21100.0,-6.53,60.63,0.0,0.0,0.0,32.13,-12.45,-24.37,-66.19
009290,광동제약,기타,6430.0,16.07,0.49,3.05,5.27,0.0,32.02,3.38,22.01,-23.82
168360,펨트론,기타,14230.0,-79.94,11.7,0.0,0.0,0.0,31.86,3.79,-21.55,-43.19
097520,엠씨넥스,기타,18540.0,6.44,0.78,12.11,0.53,0.0,32.26,-7.07,0.49,-22.43
010580,에스엠벡셀,기타,2790.0,279.0,4.6,1.65,169.09,0.0,31.04,82.47,74.81,32.54
052710,아모텍,기타,17100.0,38.08,1.93,5.07,7.51,0.0,31.94,49.21,-8.26,-21.92
002020,코오롱,기타,24300.0,-2.1,0.18,0.0,0.0,0.0,31.37,-4.71,-45.52,-60.03
452430,사피엔반도체,기타,38000.0,0.0,0.0,0.0,0.0,0.0,31.37,42.59,27.3,-13.83
010820,퍼스텍,기타,6480.0,28.93,4.95,17.11,1.69,0.0,31.6,7.11,10.2,-54.62
000430,대원강업,기타,5060.0,8.62,0.56,6.5,1.33,0.0,31.37,20.62,33.86,13.96
488900,비츠로넥스텍,기타,10830.0,-17.14,7.39,0.0,0.0,0.0,31.38,13.28,43.44,-46.25
020120,키다리스튜디오,기타,8390.0,46.87,1.53,3.26,14.38,0.0,31.1,51.17,172.4,102.17
381970,케이카,기타,6360.0,0.0,0.0,0.0,0.0,0.0,31.05,2.42,-23.28,-41.54
009160,SIMPAC,기타,4720.0,14.98,0.39,2.6,5.76,0.0,30.86,-4.93,21.96,-20.14
206650,유바이오로직스,기타,8400.0,16.15,2.32,14.37,1.12,0.0,30.87,-6.15,2.07,-38.33
456010,아이씨티케이,기타,22200.0,-44.49,7.02,0.0,0.0,0.0,32.2,33.01,33.9,-5.13
126720,수산인더스트리,기타,21550.0,6.3,0.55,8.73,0.72,0.0,30.79,-1.6,6.42,-36.43
215600,신라젠,기타,2205.0,-12.6,2.77,0.0,0.0,0.0,30.55,-25.51,0.68,-39.34
010955,S-Oil우,기타,74900.0,0.0,0.0,0.0,0.0,0.0,30.12,13.66,42.94,31.63
061970,LB세미콘,기타,4355.0,-1.79,1.04,0.0,0.0,0.0,30.52,-5.74,5.83,-33.83
424870,이뮨온시아,기타,3270.0,0.0,0.0,0.0,0.0,0.0,29.89,10.29,2.51,-54.9
482630,삼양엔씨켐,기타,13800.0,0.0,0.0,0.0,0.0,0.0,30.21,0.73,-19.2,-32.68
025860,남해화학,기타,6100.0,10.39,0.53,5.1,2.04,0.0,30.3,2.35,8.54,-35.04
352480,씨앤씨인터내셔널,기타,22250.0,16.77,0.85,5.07,3.31,0.0,30.33,-3.26,8.01,-29.59
272450,진에어,기타,5820.0,3.17,1.26,39.75,0.08,0.0,30.38,2.28,2.83,-8.78
002710,TCC스틸,기타,11520.0,-40.56,1.23,0.0,0.0,0.0,30.2,7.66,20.0,-38.98
117730,티로보틱스,기타,13380.0,-6.0,5.81,0.0,0.0,0.0,30.18,1.36,9.4,-37.04
025770,한국정보통신,기타,7960.0,8.14,0.83,10.2,0.8,0.0,29.81,-0.87,11.8,-36.06
159010,아스플로,기타,22500.0,-30.2,6.27,0.0,0.0,0.0,30.0,6.64,17.8,105.86
123890,한국자산신탁,기타,2455.0,6.11,0.28,4.58,1.33,0.0,30.04,-5.21,18.89,-8.57
035810,이지홀딩스,기타,4610.0,11.14,0.43,3.86,2.89,0.0,29.74,2.79,15.83,-14.63
004310,현대약품,기타,9300.0,0.0,0.0,0.0,0.0,0.0,29.76,56.57,53.72,2.2
200880,서연이화,기타,11050.0,4.98,0.25,5.02,0.99,0.0,29.87,-11.67,6.76,-22.4
108670,LX하우시스,기타,33050.0,-7.53,0.4,0.0,0.0,0.0,29.64,-6.24,10.54,4.26
244920,에이플러스에셋,기타,13000.0,13.28,1.73,13.03,1.02,0.0,29.39,-2.33,20.04,16.59
234340,헥토파이낸셜,기타,21750.0,32.76,1.72,5.25,6.24,0.0,30.39,-2.9,18.21,-31.28
105840,우진,기타,14860.0,34.56,1.51,4.37,7.91,0.0,30.01,13.96,-1.26,-47.77
071200,인피니트헬스케어,기타,12040.0,11.13,1.53,13.75,0.81,0.0,29.37,25.68,94.19,80.51
101930,인화정공,기타,6430.0,11.89,0.87,7.32,1.62,0.0,29.38,-5.58,-7.88,-38.17
199800,툴젠,기타,32450.0,-7.87,5.36,0.0,0.0,0.0,29.2,-10.85,-20.78,-63.7
034830,한국토지신탁,기타,1164.0,14.02,0.24,1.71,8.2,0.0,29.39,0.69,9.19,-26.79
017890,한국알콜,기타,14200.0,9.92,0.54,5.44,1.82,0.0,29.36,2.6,27.81,4.11
016800,퍼시스,기타,25200.0,8.14,0.38,4.67,1.74,0.0,28.98,-10.0,4.78,-30.96
003120,일성아이에스,기타,22000.0,22.34,0.6,2.69,8.3,0.0,29.26,5.01,17.52,-5.58
018250,애경산업,기타,11100.0,19.27,0.7,3.63,5.31,0.0,29.32,-3.39,7.77,-28.16
036200,유니셈,기타,9460.0,32.29,1.14,3.53,9.15,0.0,29.01,1.28,7.13,-22.14
005720,넥센,기타,5560.0,3.48,0.21,6.03,0.58,0.0,29.21,-10.18,-0.89,-24.25
026890,스틱인베스트먼트,기타,7490.0,20.75,1.06,5.11,4.06,0.0,29.04,-10.83,17.03,-22.78
001750,한양증권,기타,19200.0,6.56,0.49,7.47,0.88,0.0,29.01,-1.64,3.84,-38.06
099440,스맥,기타,4270.0,-11.36,2.98,0.0,0.0,0.0,29.14,5.06,63.97,-7.5
160980,싸이맥스,기타,26300.0,19.23,1.48,7.7,2.5,0.0,28.73,4.78,-14.61,-19.2
265520,AP시스템,기타,18980.0,12.13,0.76,6.27,1.93,0.0,28.57,-2.52,-5.1,-24.53
042370,비츠로테크,기타,11030.0,43.6,1.12,2.57,16.96,0.0,28.9,30.53,26.64,-37.33
049070,인탑스,기타,18170.0,19.29,0.43,2.23,8.65,0.0,28.6,0.28,8.35,-4.87
033270,유나이티드제약,기타,17930.0,9.01,0.68,7.55,1.19,0.0,28.53,0.28,8.01,-11.24
472850,폰드그룹,기타,4965.0,8.28,1.22,14.73,0.56,0.0,28.58,-2.26,26.98,-14.1
091580,상신이디피,기타,21500.0,142.38,1.79,1.26,113.0,0.0,28.66,14.42,49.62,-17.47
084690,대상홀딩스,기타,7820.0,-2.72,0.47,0.0,0.0,0.0,28.32,1.16,9.37,-18.8
001390,KG케미칼,기타,4280.0,4.2,0.29,6.9,0.61,0.0,28.42,-3.17,10.03,-31.52
389500,에스비비테크,기타,42850.0,0.0,0.0,0.0,0.0,0.0,28.55,11.15,10.72,-37.9
425040,티이엠씨,기타,12960.0,17.33,1.37,7.91,2.19,0.0,28.41,43.05,12.21,-20.69
136480,하림,기타,2650.0,7.3,0.86,11.78,0.62,0.0,28.15,-0.75,2.51,-20.66
228760,지노믹트리,기타,11260.0,-30.51,2.35,0.0,0.0,0.0,27.99,-4.98,9.53,-39.62
084010,대한제강,기타,8120.0,19.33,0.29,1.5,12.89,0.0,27.91,0.87,6.84,-35.66
122900,아이마켓코리아,기타,8350.0,13.32,0.71,5.33,2.5,0.0,27.91,0.0,17.44,10.3
005950,이수화학,기타,10700.0,-8.58,2.93,0.0,0.0,0.0,28.13,-9.78,-5.39,10.77
092460,한라IMS,기타,16370.0,10.99,1.41,12.83,0.86,0.0,28.01,-8.65,18.97,-18.15
058430,포스코스틸리온,기타,4705.0,16.57,0.74,4.47,3.71,0.0,28.23,-0.11,-5.81,-33.07
054950,제이브이엠,기타,23050.0,9.83,1.13,11.5,0.85,0.0,27.87,-5.34,15.25,-8.71
084110,휴온스글로벌,기타,21900.0,9.6,0.49,5.1,1.88,0.0,27.72,-4.16,-2.88,-67.51
200670,휴메딕스,기타,24750.0,0.0,0.0,0.0,0.0,0.0,27.79,-1.59,-2.17,-31.63
002900,TYM,기타,6660.0,7.41,0.63,8.5,0.87,0.0,27.57,-5.53,15.22,-12.48
035600,KG이니시스,기타,9930.0,5.73,0.53,9.25,0.62,0.0,27.36,-2.17,9.48,-12.74
024840,KBI메탈,기타,6360.0,-6360.0,1.83,0.0,0.0,0.0,27.64,20.0,87.89,106.49
216080,제테마,기타,7350.0,-39.95,4.04,0.0,0.0,0.0,27.41,45.54,72.74,4.26
004430,송원산업,기타,11470.0,118.25,0.36,0.3,394.17,0.0,27.53,-0.43,21.63,2.41
203650,드림시큐리티,기타,2795.0,33.27,2.25,6.76,4.92,0.0,28.43,35.35,30.3,-7.3
086390,유니테스트,기타,12880.0,-13.09,2.7,0.0,0.0,0.0,27.22,24.44,12.1,-33.61
098070,한텍,기타,24500.0,8.51,1.68,19.74,0.43,0.0,27.25,0.0,0.0,-47.2
448280,에코아이,기타,8990.0,149.83,2.13,1.42,105.51,0.0,26.64,-1.75,37.88,-28.25
017390,서울가스,기타,54900.0,8.87,0.19,2.14,4.14,0.0,27.18,0.18,4.77,-13.54
294570,쿠콘,기타,28750.0,0.0,0.0,0.0,0.0,0.0,29.01,6.88,60.52,-8.15
286940,롯데이노베이트,기타,18060.0,27.49,0.64,2.33,11.8,0.0,27.32,-1.42,8.8,-22.32
309710,아이티켐,기타,21000.0,-16.73,4.02,0.0,0.0,0.0,26.84,0.0,0.0,0.0
484590,삼양컴텍,기타,6590.0,12.8,3.8,29.69,0.43,0.0,27.16,2.81,1.07,-49.31
378340,필에너지,기타,12300.0,-17.18,2.09,0.0,0.0,0.0,26.62,17.93,17.82,-42.39
446540,메가터치,기타,9200.0,0.0,0.0,0.0,0.0,0.0,26.75,27.07,74.57,55.41
182400,엔케이젠바이오텍코리아,기타,3670.0,-22.94,37.07,0.0,0.0,0.0,26.55,0.0,0.0,0.0
036890,진성티이씨,기타,12060.0,8.25,0.82,9.94,0.83,0.0,26.57,-4.06,-7.16,-31.79
078520,에이블씨엔씨,기타,10640.0,19.59,3.08,15.72,1.25,0.0,26.56,-13.36,15.65,-27.62
010690,화신,기타,7580.0,3.97,0.46,11.59,0.34,0.0,26.47,-9.22,-24.58,-39.75
037710,광주신세계,기타,34800.0,0.0,0.0,0.0,0.0,0.0,26.54,-5.95,-34.22,-10.31
003200,일신방직,기타,11410.0,7.9,0.27,3.42,2.31,0.0,26.2,4.87,6.14,-12.9
043150,바텍,기타,17680.0,6.55,0.53,8.09,0.81,0.0,26.26,-8.82,3.21,-25.24
232530,이엠티,기타,10190.0,-134.08,-207.96,0.0,0.0,0.0,26.1,-2.67,-17.82,-20.7
091700,파트론,기타,5220.0,8.82,0.51,5.78,1.53,0.0,26.1,-6.28,-5.26,-36.96
060720,KH바텍,기타,10980.0,12.75,0.87,6.82,1.87,0.0,26.0,5.37,11.13,-23.59
151860,KG에코솔루션,기타,5520.0,3.21,0.16,4.98,0.64,0.0,26.28,-0.9,12.65,-22.8
091810,트리니티항공,기타,2565.0,-0.39,3.55,0.0,0.0,0.0,26.19,-18.05,-31.42,-47.38
267980,매일유업,기타,33850.0,4.69,0.39,8.32,0.56,0.0,25.94,-2.73,6.95,-6.62
317330,덕산테코피아,기타,12790.0,-3.41,2.27,0.0,0.0,0.0,26.19,20.77,15.64,-44.27
287840,인투셀,기타,17290.0,0.0,0.0,0.0,0.0,0.0,25.97,-9.62,-17.86,-56.94
452280,한선엔지니어링,기타,13670.0,56.02,3.97,7.09,7.9,0.0,26.31,31.06,14.49,-23.89
304360,에스바이오메딕스,기타,20500.0,-29.97,28.87,0.0,0.0,0.0,25.59,6.94,4.97,-40.49
051500,CJ프레시웨이,기타,22000.0,5.21,0.57,10.94,0.48,0.0,26.12,-10.2,10.0,-21.01
004360,세방,기타,13340.0,4.66,0.24,5.15,0.9,0.0,25.5,-0.3,12.86,-15.62
484120,도우인시스,기타,23450.0,478.57,1.52,0.32,1495.53,0.0,25.7,29.42,68.71,9.07
012210,삼미금속,기타,11070.0,0.0,0.0,0.0,0.0,0.0,25.52,40.3,61.14,-23.76
121800,비덴트,기타,3320.0,29.12,0.4,1.37,21.26,0.0,25.63,0.0,0.0,0.0
439090,마녀공장,기타,15760.0,28.29,2.1,7.42,3.81,0.0,25.84,-11.36,17.0,1.81
005430,한국공항,기타,80700.0,6.3,0.61,9.68,0.65,0.0,25.55,-1.71,4.4,37.71
094360,칩스앤미디어,기타,11950.0,42.68,2.9,6.79,6.29,0.0,25.52,14.57,6.51,-37.27
005680,삼영전자,기타,12490.0,48.79,0.44,0.9,54.21,0.0,24.98,1.13,-13.08,-15.84
089980,상아프론테크,기타,16110.0,38.18,1.24,3.25,11.75,0.0,25.76,7.26,6.13,-43.87
377450,리파인,기타,14570.0,12.24,1.26,10.29,1.19,0.0,25.25,-12.96,69.22,22.95
377460,큐에이드,기타,4080.0,-0.14,0.33,0.0,0.0,0.0,25.32,0.0,0.0,0.0
042520,한스바이오메드,기타,17720.0,-7.65,6.83,0.0,0.0,0.0,25.27,-6.59,-27.82,-46.55
432320,KB스타리츠,기타,1664.0,-8.71,0.94,0.0,0.0,0.0,25.09,17.02,31.33,-25.21
023410,유진기업,기타,3290.0,-24.92,0.26,0.0,0.0,0.0,25.44,0.77,-5.05,-20.63
047920,HLB제약,기타,7370.0,52.27,1.93,3.69,14.17,0.0,24.17,-3.41,-28.65,-54.69
067390,아스트,기타,5990.0,-26.5,0.79,0.0,0.0,0.0,25.23,18.38,21.26,-25.77
334890,이지스밸류플러스리츠,기타,3600.0,18.95,0.55,2.9,6.53,0.0,25.0,-5.64,5.11,-18.18
011560,세보엠이씨,기타,24750.0,7.33,0.89,12.14,0.6,0.0,24.96,8.79,15.93,12.5
461300,아이스크림미디어,기타,18580.0,6.85,1.27,18.54,0.37,0.0,24.77,-2.26,12.13,8.34
005500,삼진제약,기타,18400.0,0.0,0.0,0.0,0.0,0.0,24.51,1.88,2.22,-3.46
298690,에어부산,기타,1507.0,71.76,1.26,1.76,40.77,0.0,24.55,-2.08,0.6,-28.24
003960,사조대림,기타,26750.0,-3.12,0.37,0.0,0.0,0.0,24.51,-11.86,3.68,-18.94
376270,HEM파마,기타,34000.0,-10.05,48.71,0.0,0.0,0.0,24.55,-17.38,-18.56,-44.26
064820,케이프,기타,7940.0,4.13,0.81,19.61,0.21,0.0,24.5,3.12,-5.02,-53.02
007160,사조산업,기타,49350.0,-8.48,0.46,0.0,0.0,0.0,24.68,0.0,20.37,-7.58
001790,대한제당,기타,2830.0,-4.51,0.54,0.0,0.0,0.0,24.41,-0.53,22.51,-4.07
394280,오픈엣지테크놀로지,기타,9270.0,-7.67,13.57,0.0,0.0,0.0,24.42,0.32,-12.71,-56.68
068930,디지털대성,기타,9440.0,12.49,1.77,14.17,0.88,0.0,26.13,13.46,34.28,15.12
053690,한미글로벌,기타,22300.0,13.18,1.04,7.89,1.67,0.0,24.44,25.14,38.17,-21.48
044820,코스맥스비티아이,기타,25650.0,8.43,0.89,10.56,0.8,0.0,24.63,6.21,55.74,46.4
073490,LIG아큐버,기타,31900.0,-201.9,1.45,0.0,0.0,0.0,24.26,6.33,21.29,-37.45
003920,남양유업,기타,42850.0,49.2,0.36,0.73,67.4,0.0,24.31,0.23,5.54,-18.69
136490,선진,기타,10130.0,2.03,0.43,21.18,0.1,0.0,24.09,-4.79,17.79,-7.99
272110,케이엔제이,기타,30000.0,9.42,2.42,25.69,0.37,0.0,24.08,16.73,6.76,-23.76
003070,코오롱글로벌,기타,9350.0,-0.99,0.35,0.0,0.0,0.0,23.77,-6.41,7.1,-21.89
