종목코드,종목명,업종,현재가,PER,PBR,ROE(%),PEG,배당률(%),시가총액(억),1개월_수익률(%),3개월_수익률(%),5개월_수익률(%)
009580,무림P&P,기타,1646.0,-3.03,0.17,0.0,0.0,0.0,10.27,-1.67,11.82,-45.59
131030,옵투스제약,기타,5770.0,9.04,0.62,6.86,1.32,0.0,10.18,-0.35,3.78,-39.9
289930,웨이비스,기타,7840.0,-15.9,2.92,0.0,0.0,0.0,10.31,20.06,-3.92,-67.06
323990,박셀바이오,기타,4350.0,-9.42,1.36,0.0,0.0,0.0,10.12,10.69,9.85,-44.59
100700,세운메디칼,기타,2350.0,8.64,0.66,7.64,1.13,0.0,10.29,-2.08,13.25,-19.24
021080,에이티넘인베스트,기타,2095.0,0.0,0.0,0.0,0.0,0.0,10.06,-7.49,-0.71,-41.67
267850,아시아나IDT,기타,9020.0,8.51,0.59,6.93,1.23,0.0,10.01,-2.38,1.58,-17.25
119650,KC코트렐,기타,918.0,-7.06,1.97,0.0,0.0,0.0,10.08,0.0,0.0,0.0
261780,아리바이오랩,기타,3450.0,0.0,0.0,0.0,0.0,0.0,9.99,40.82,32.69,-10.62
198440,강동씨앤엘,기타,1668.0,-10.05,0.76,0.0,0.0,0.0,10.16,28.9,3.03,39.7
059210,메타바이오메드,기타,3730.0,8.94,0.81,9.06,0.99,0.0,10.13,-4.6,0.27,-17.84
309960,LB인베스트먼트,기타,4315.0,8.05,0.78,9.69,0.83,0.0,10.02,-2.27,10.08,-26.24
310200,애니플러스,기타,1934.0,7.86,0.84,10.69,0.74,0.0,10.09,-26.32,-2.81,-32.85
013700,까뮤이앤씨,기타,1673.0,4.98,0.89,17.87,0.28,0.0,10.0,-4.94,50.99,23.01
307930,컴퍼니케이,기타,6410.0,0.0,0.0,0.0,0.0,0.0,10.01,3.55,9.2,-32.1
453450,그리드위즈,기타,12570.0,46.56,0.75,1.61,28.92,0.0,9.98,-12.71,-10.21,-49.72
002450,삼익악기,기타,1100.0,5.64,0.3,5.32,1.06,0.0,9.96,-0.9,-0.54,-12.35
246720,아스타,기타,6070.0,0.0,0.0,0.0,0.0,0.0,9.94,0.0,0.0,0.0
006620,동구바이오제약,기타,3485.0,1.97,0.62,31.47,0.06,0.0,9.92,-3.6,-1.41,-33.62
002780,진흥기업,기타,6830.0,455.33,3.73,0.82,555.28,0.0,9.94,-12.66,-5.14,-48.53
352090,스톰테크,기타,3700.0,9.74,1.06,10.88,0.9,0.0,9.94,1.65,8.19,-4.02
088130,동아엘텍,기타,5700.0,2.03,0.59,29.06,0.07,0.0,9.97,4.78,16.92,-61.01
192410,오늘이엔엠,기타,4065.0,-0.64,29.67,0.0,0.0,0.0,10.24,-16.62,15.98,-35.48
162300,신스틸,기타,2380.0,74.38,1.14,1.53,48.61,0.0,9.87,51.11,33.93,21.3
053350,이니텍,기타,4400.0,31.65,0.64,2.02,15.67,0.0,9.69,13.26,79.23,38.58
125210,아모그린텍,기타,5970.0,16.72,1.21,7.24,2.31,0.0,9.85,6.8,-0.33,-59.5
250060,모비스,기타,3035.0,10.57,2.76,26.11,0.4,0.0,9.76,3.06,15.18,-38.69
083500,에프엔에스테크,기타,11780.0,11.62,1.09,9.38,1.24,0.0,9.78,-2.73,-17.62,-44.17
014950,삼익제약,기타,9660.0,-117.8,1.29,0.0,0.0,0.0,9.73,97.95,15.55,-3.78
298540,더네이쳐홀딩스,기타,6740.0,14.56,0.28,1.92,7.58,0.0,9.76,2.12,16.61,-16.69
066790,씨씨에스,기타,2205.0,-10.7,3.42,0.0,0.0,0.0,9.74,0.0,0.0,0.0
330350,위더스제약,기타,7260.0,20.06,1.03,5.13,3.91,0.0,9.58,-19.24,11.35,-20.66
306620,지아이에스,기타,2020.0,-22.2,1.97,0.0,0.0,0.0,9.68,14.77,-20.47,-38.97
264900,크라운제과,기타,7800.0,0.0,0.0,0.0,0.0,0.0,9.77,-4.53,2.09,-10.45
008700,아남전자,기타,1264.0,16.63,0.73,4.39,3.79,0.0,9.75,2.85,8.78,-16.4
182360,큐브엔터,기타,6350.0,-18.62,0.59,0.0,0.0,0.0,9.87,15.45,20.72,-38.65
217190,제너셈,기타,7410.0,104.37,1.94,1.86,56.11,0.0,9.75,14.53,52.63,0.82
068240,다원시스,기타,2530.0,-0.49,-0.19,0.0,0.0,0.0,9.66,0.0,0.0,0.0
417310,코람코더원리츠,기타,2390.0,0.0,0.0,0.0,0.0,0.0,9.66,4.09,14.68,8.88
205100,엑셈,기타,1425.0,15.49,0.83,5.36,2.89,0.0,9.62,2.52,4.78,-25.08
317770,엑스페릭스,기타,2625.0,-4.06,1.07,0.0,0.0,0.0,9.71,3.14,5.0,-30.19
052420,오성첨단소재,기타,9800.0,2.75,0.32,11.64,0.24,0.0,9.55,5.49,38.42,-33.6
036010,아비코전자,기타,7190.0,10.04,0.82,8.17,1.23,0.0,9.56,5.12,-13.37,-36.48
017650,대림제지,기타,10800.0,15.17,0.34,2.24,6.77,0.0,9.49,-0.64,25.44,15.63
002200,한국수출포장,기타,2835.0,-29.23,0.35,0.0,0.0,0.0,9.5,8.21,26.85,0.35
067830,세이브존I&C,기타,2320.0,7.53,0.19,2.52,2.99,0.0,9.52,-5.31,6.18,-27.95
411080,샌즈랩,기타,6190.0,-171.94,1.75,0.0,0.0,0.0,9.45,54.36,58.72,-28.85
036220,오상헬스케어,기타,6550.0,30.61,0.32,1.05,29.15,0.0,9.37,-1.21,21.52,-29.8
014440,영보화학,기타,4730.0,5.62,0.48,8.54,0.66,0.0,9.46,1.39,9.11,-0.32
042500,링네트,기타,4220.0,8.63,0.72,8.34,1.03,0.0,9.41,-4.09,10.47,-32.48
049950,미래컴퍼니,기타,10690.0,-3.77,0.84,0.0,0.0,0.0,9.43,-2.82,5.95,-36.33
348350,위드텍,기타,9500.0,15.01,0.73,4.86,3.09,0.0,9.28,-2.96,36.89,-13.4
363280,티와이홀딩스,기타,1999.0,-1.1,0.09,0.0,0.0,0.0,9.09,3.74,17.59,-29.61
008260,NI스틸,기타,3330.0,3.7,0.37,10.0,0.37,0.0,9.52,-3.2,16.84,-13.73
235980,메드팩토,기타,2730.0,-7.3,2.03,0.0,0.0,0.0,9.36,1.49,-2.85,-49.44
007210,벽산,기타,1430.0,4.21,0.26,6.18,0.68,0.0,9.35,-2.59,4.23,-31.9
032560,황금에스티,기타,5520.0,5.21,0.24,4.61,1.13,0.0,9.38,-4.33,10.84,-12.8
014790,HL D&I,기타,2460.0,7.59,0.2,2.64,2.88,0.0,9.31,-1.6,6.26,-30.31
187790,나노,기타,3050.0,13.38,2.19,16.37,0.82,0.0,9.41,2.01,-5.43,-54.55
002230,피에스텍,기타,5100.0,10.78,0.63,5.84,1.85,0.0,9.39,-1.92,6.58,-52.91
005860,한일사료,기타,2370.0,14.63,0.57,3.9,3.75,0.0,9.34,-2.67,11.53,-40.0
439580,블루엠텍,기타,2765.0,-20.63,2.09,0.0,0.0,0.0,9.36,55.51,44.24,-19.15
036580,팜스코,기타,2540.0,2.28,0.43,18.86,0.12,0.0,9.33,-3.79,13.9,-28.65
255440,야스,기타,7110.0,-16.85,0.64,0.0,0.0,0.0,9.28,-4.31,1.86,-35.71
173130,오파스넷,기타,7130.0,7.34,1.44,19.62,0.37,0.0,9.3,24.87,17.85,-8.59
037030,파워넷,기타,3635.0,5.58,0.6,10.75,0.52,0.0,9.27,8.67,-9.35,-42.58
070960,모나용평,기타,1993.0,-3.14,0.26,0.0,0.0,0.0,9.59,-6.43,-9.2,-36.22
493330,지에프아이,기타,11710.0,-26.31,1.7,0.0,0.0,0.0,9.41,6.75,11.32,-37.3
006840,AK홀딩스,기타,6860.0,-0.76,0.22,0.0,0.0,0.0,9.09,-10.91,22.5,-19.67
109610,에스와이,기타,1890.0,-6.54,0.52,0.0,0.0,0.0,9.24,3.62,10.01,-36.68
045970,코아시아,기타,3500.0,-6.57,1.12,0.0,0.0,0.0,9.21,11.46,25.9,-40.78
040420,정상제이엘에스,기타,5810.0,13.74,1.04,7.57,1.82,0.0,9.11,-0.34,4.12,-3.33
457370,한켐,기타,11340.0,13.26,1.65,12.44,1.07,0.0,9.15,30.49,27.42,19.62
307870,비투엔,기타,1195.0,-5.36,2.25,0.0,0.0,0.0,8.88,17.73,19.5,0.84
019180,티에이치엔,기타,5010.0,1.31,0.4,30.53,0.04,0.0,9.02,-8.91,-11.33,-34.08
362320,청담글로벌,기타,4440.0,49.89,1.04,2.08,23.99,0.0,9.19,-7.31,11.14,-17.93
074430,아미노로직스,기타,1012.0,25.3,1.59,6.28,4.03,0.0,9.04,-15.53,-7.5,-30.25
086960,MDS테크,기타,2140.0,9.68,0.59,6.1,1.59,0.0,9.1,7.54,7.0,-23.3
001275,부국증권우,기타,30050.0,0.0,0.0,0.0,0.0,0.0,9.02,-0.5,1.86,-17.78
093920,서원인텍,기타,4865.0,13.74,0.42,3.06,4.49,0.0,9.05,-0.51,6.34,-6.98
023900,풍국주정,기타,7060.0,8.69,0.52,5.98,1.45,0.0,8.9,-2.49,8.62,-31.98
432470,케이엔에스,기타,10240.0,-80.63,1.6,0.0,0.0,0.0,8.98,16.89,48.62,-28.69
357230,에이치피오,기타,2170.0,10.8,0.59,5.46,1.98,0.0,8.96,-1.59,10.55,-15.4
282720,금양그린파워,기타,7440.0,3720.0,0.94,0.03,124000.0,0.0,9.02,-0.13,7.05,-51.34
009300,삼아제약,기타,14170.0,6.98,0.38,5.44,1.28,0.0,9.03,0.85,15.77,-13.07
223250,드림씨아이에스,기타,3645.0,12.19,1.14,9.35,1.3,0.0,8.97,4.59,17.58,-27.68
048530,인트론바이오,기타,2880.0,-10.99,1.3,0.0,0.0,0.0,8.9,1.41,21.78,-25.96
053580,웹케시,기타,7000.0,13.33,0.87,6.53,2.04,0.0,9.07,-0.43,18.64,-27.16
380550,뉴로핏,기타,7180.0,-3.32,4.29,0.0,0.0,0.0,8.76,-7.12,-23.13,-67.36
001290,상상인증권,기타,4145.0,-15.35,0.45,0.0,0.0,0.0,8.98,-17.92,12.03,-45.28
062970,한국첨단소재,기타,2940.0,-3.09,10.65,0.0,0.0,0.0,8.86,27.83,13.65,-51.58
066590,스모트로닉,기타,2305.0,-8.44,1.13,0.0,0.0,0.0,8.92,-12.85,26.3,-13.67
013310,아진산업,기타,2300.0,3.85,0.26,6.75,0.57,0.0,8.93,-5.93,-9.8,-32.94
047560,이스트소프트,기타,7570.0,-4.98,1.57,0.0,0.0,0.0,8.9,1.2,6.02,-50.23
226400,오스테오닉,기타,4230.0,11.65,1.26,10.82,1.08,0.0,8.74,-2.53,12.95,-37.79
322180,LS티라유텍,기타,4070.0,-10.71,1.29,0.0,0.0,0.0,8.75,-1.69,-0.73,-53.16
058850,KTcs,기타,2125.0,3.88,0.38,9.79,0.4,0.0,8.8,-4.92,-3.41,-20.41
025620,차AI헬스케어,기타,4810.0,26.57,1.16,4.37,6.08,0.0,8.76,-8.38,-15.61,-46.32
419050,삼기에너지솔루션즈,기타,1520.0,-9.74,1.35,0.0,0.0,0.0,8.69,-2.69,-1.3,-20.04
054540,삼영엠텍,기타,6700.0,6.75,1.02,15.11,0.45,0.0,8.71,3.72,-3.6,-53.5
052460,아이크래프트,기타,5930.0,8.53,1.55,18.17,0.47,0.0,8.66,6.27,153.42,48.06
023000,삼원강재,기타,2215.0,0.0,0.0,0.0,0.0,0.0,8.8,-0.67,4.48,-7.32
234300,에스트래픽,기타,3180.0,18.07,0.84,4.65,3.89,0.0,8.65,16.48,16.48,-18.04
004140,동방,기타,1808.0,5.04,0.49,9.72,0.52,0.0,8.67,-2.16,9.64,-38.92
096240,크레버스,기타,8520.0,14.37,1.53,10.65,1.35,0.0,8.72,-2.63,-4.59,-20.82
900260,로스웰,기타,1934.0,4.01,0.27,6.73,0.6,0.0,8.9,15.74,18.65,20.12
100590,머큐리,기타,5040.0,-32.31,0.57,0.0,0.0,0.0,8.64,41.57,37.52,-23.98
033290,로젠,기타,1506.0,4.03,0.2,4.96,0.81,0.0,8.46,-1.18,5.83,-26.89
058820,CMG제약,기타,577.0,-8.24,0.42,0.0,0.0,0.0,8.55,7.65,-33.68,-68.19
049080,기가레인,기타,10130.0,-8.11,2.08,0.0,0.0,0.0,8.6,31.9,2.01,-59.15
096775,SK이노베이션우,기타,68800.0,0.0,0.0,0.0,0.0,0.0,8.59,2.53,26.7,-7.9
000850,화천기공,기타,38800.0,7.5,0.25,3.33,2.25,0.0,8.54,6.01,0.78,-2.02
004650,창해에탄올,기타,9260.0,6.42,0.49,7.63,0.84,0.0,8.51,-2.22,3.46,-12.81
058860,KTis,기타,2465.0,0.0,0.0,0.0,0.0,0.0,8.58,-4.09,2.71,-13.66
006090,사조오양,기타,9040.0,6.74,0.37,5.49,1.23,0.0,8.52,1.35,18.02,7.62
065450,빅텍,기타,2895.0,18.8,1.37,7.29,2.58,0.0,8.54,0.17,-1.36,-52.31
007610,선도전기,기타,4780.0,16.26,2.27,13.96,1.16,0.0,8.6,19.05,34.65,59.33
185490,아이진,기타,1952.0,-4.0,1.48,0.0,0.0,0.0,8.44,5.74,52.5,35.46
263720,디앤씨미디어,기타,6970.0,10.94,0.91,8.32,1.31,0.0,8.54,-6.19,3.72,-44.81
089230,THE E&M,기타,2120.0,-2.62,2.94,0.0,0.0,0.0,8.36,-13.11,22.54,-43.16
072020,중앙백신,기타,9150.0,0.0,0.0,0.0,0.0,0.0,8.47,-1.51,0.0,-6.73
004890,동일산업,기타,35500.0,-6.67,0.19,0.0,0.0,0.0,8.61,-0.42,6.45,-5.33
029480,광무,기타,1402.0,-2.77,0.39,0.0,0.0,0.0,8.37,-10.36,-4.76,-35.54
330730,스톤브릿지벤처스,기타,4635.0,36.5,0.94,2.58,14.15,0.0,8.44,-6.36,7.79,-30.72
091120,이엠텍,기타,4930.0,-7.37,0.4,0.0,0.0,0.0,8.45,3.79,38.68,-26.75
129920,대성하이텍,기타,5190.0,-13.17,1.22,0.0,0.0,0.0,8.43,-10.05,23.87,-54.23
049180,셀루메드,기타,1009.0,-24.61,6.59,0.0,0.0,0.0,8.4,0.0,0.0,0.0
183490,엔지켐생명과학,기타,990.0,-4.65,0.54,0.0,0.0,0.0,8.38,0.0,0.0,0.0
066430,아이로보틱스,기타,2150.0,-179.17,1.94,0.0,0.0,0.0,8.42,0.23,-12.96,-1.6
294630,서남,기타,3150.0,-18.98,9.6,0.0,0.0,0.0,8.35,18.87,27.79,-35.05
025950,동신건설,기타,9950.0,0.0,0.0,0.0,0.0,0.0,8.36,-3.68,0.71,-41.68
048910,대원미디어,기타,6600.0,15.1,0.78,5.17,2.92,0.0,8.3,17.26,57.28,-14.86
215100,로보로보,기타,4100.0,-61.19,2.79,0.0,0.0,0.0,8.34,-0.73,6.36,-45.33
357580,아모센스,기타,7130.0,162.05,1.86,1.15,140.91,0.0,8.41,34.02,10.71,-66.29
002600,조흥,기타,137900.0,10.24,0.55,5.37,1.91,0.0,8.27,1.62,0.44,-6.0
078890,가온그룹,기타,4460.0,12.05,0.62,5.15,2.34,0.0,8.22,2.76,0.11,-34.22
139990,아주스틸,기타,2140.0,-2.01,0.56,0.0,0.0,0.0,8.29,-4.68,8.08,-37.52
086710,선진뷰티사이언스,기타,6770.0,13.87,0.96,6.92,2.0,0.0,8.26,-16.83,7.8,-40.87
246960,SCL사이언스,기타,2440.0,-20.33,3.39,0.0,0.0,0.0,8.3,10.91,56.81,13.75
038110,에코플라스틱,기타,2000.0,41.67,0.23,0.55,75.76,0.0,8.23,2.25,6.04,-44.52
036640,HRS,기타,5070.0,6.13,0.63,10.28,0.6,0.0,8.29,2.22,16.28,-5.76
078140,대봉엘에스,기타,7410.0,8.17,0.57,6.98,1.17,0.0,8.22,-6.44,4.81,-31.07
052900,KX하이텍,기타,1082.0,13.53,0.51,3.77,3.59,0.0,8.3,5.15,-7.12,-15.73
109070,주성코퍼레이션,기타,1550.0,39.74,2.83,7.12,5.58,0.0,8.19,-2.76,-2.64,-12.28
101330,모베이스,기타,3530.0,7.0,0.22,3.14,2.23,0.0,8.17,1.73,13.69,-27.74
478560,블랙야크아이앤씨,기타,3265.0,-14.26,2.2,0.0,0.0,0.0,8.43,19.38,19.6,-5.22
100130,동국S&C,기타,1437.0,-49.55,0.43,0.0,0.0,0.0,8.21,6.05,1.2,-41.11
007820,엠엑스로보틱스,기타,3490.0,-8.55,1.3,0.0,0.0,0.0,8.14,-14.67,33.21,-36.43
234030,싸이닉솔루션,기타,3470.0,43.92,2.24,5.1,8.61,0.0,8.19,12.85,4.2,-54.99
044990,에이치엔에스하이텍,기타,10790.0,9.69,0.75,7.74,1.25,0.0,8.29,-4.17,-6.9,-35.31
040160,누리플렉스,기타,6860.0,-12.66,1.1,0.0,0.0,0.0,8.15,3.0,-7.42,-59.79
105740,디케이락,기타,8000.0,12.05,0.6,4.98,2.42,0.0,8.13,10.34,21.58,-25.79
033560,블루콤,기타,4745.0,4.96,0.43,8.67,0.57,0.0,8.11,3.6,20.28,36.74
412540,제일엠앤에스,기타,3935.0,-5.16,-7.08,0.0,0.0,0.0,8.11,0.0,0.0,0.0
418470,KT밀리의서재,기타,9470.0,0.0,0.0,0.0,0.0,0.0,8.11,0.11,2.71,-31.92
381620,제닉스로보틱스,기타,6290.0,-11.27,1.69,0.0,0.0,0.0,8.25,1.13,11.33,-34.95
149980,하이로닉,기타,4635.0,27.26,1.07,3.93,6.94,0.0,7.97,-7.3,-1.49,-46.6
003580,HLB글로벌,기타,1595.0,-10.63,1.09,0.0,0.0,0.0,8.08,1.66,10.0,-28.48
137950,제이씨케미칼,기타,3700.0,-20.79,0.55,0.0,0.0,0.0,8.24,0.27,47.7,-22.27
302550,리메드,기타,2590.0,152.35,2.0,1.31,116.3,0.0,7.84,-4.25,2.37,-16.05
066980,한성크린텍,기타,1495.0,747.5,1.29,0.17,4397.06,0.0,8.04,-4.66,-6.5,-6.03
067000,조이시티,기타,1144.0,-8.67,0.92,0.0,0.0,0.0,8.0,0.18,13.83,-53.5
140070,서플러스글로벌,기타,2195.0,-5.59,0.43,0.0,0.0,0.0,8.12,19.95,43.28,-13.41
023800,인지컨트롤스,기타,5110.0,5.02,0.35,6.97,0.72,0.0,8.08,-6.41,5.69,-34.74
037760,쎄니트,기타,2400.0,-16.78,0.87,0.0,0.0,0.0,8.12,0.63,1.91,1.69
007980,TP,기타,1713.0,2.29,0.28,12.23,0.19,0.0,8.03,-2.78,4.96,-21.6
011700,한신기계,기타,2480.0,-177.14,0.92,0.0,0.0,0.0,8.05,2.48,6.9,-46.2
111380,동인기연,기타,13130.0,6.98,0.51,7.31,0.95,0.0,8.05,-2.74,19.04,-9.13
047820,초록뱀미디어,기타,3210.0,27.91,0.29,1.04,26.84,0.0,7.85,-0.47,-6.82,-42.06
142280,녹십자엠에스,기타,3305.0,19.56,1.62,8.28,2.36,0.0,7.92,8.9,15.76,-15.69
251120,바이오에프디엔씨,기타,9020.0,17.41,1.19,6.84,2.55,0.0,7.84,0.22,15.05,-37.75
063080,컴투스홀딩스,기타,12120.0,7.3,0.32,4.38,1.67,0.0,7.99,-6.91,9.29,-34.8
066700,테라젠이텍스,기타,2125.0,7.25,0.56,7.72,0.94,0.0,7.89,-0.23,10.1,-30.1
131370,알서포트,기타,1509.0,45.73,0.81,1.77,25.84,0.0,8.04,1.14,17.43,-42.84
032540,TJ미디어,기타,3825.0,20.03,0.95,4.74,4.23,0.0,7.99,23.99,18.6,2.68
054670,대한뉴팜,기타,5530.0,5.13,0.62,12.09,0.42,0.0,7.94,-4.49,8.64,-23.72
004590,한국가구,기타,5360.0,5.63,0.41,7.28,0.77,0.0,8.04,7.52,5.93,2.29
000440,중앙에너비스,기타,12730.0,-71.12,1.09,0.0,0.0,0.0,7.93,8.71,-2.6,-41.06
040350,크레오에스지,기타,3990.0,-9.05,1.64,0.0,0.0,0.0,7.92,-35.65,-50.12,9.02
032300,한국파마,기타,7510.0,21.58,1.15,5.33,4.05,0.0,8.19,-5.3,3.59,-36.3
094860,네오리진,기타,1480.0,-3.03,1.57,0.0,0.0,0.0,7.86,11.7,20.23,-0.54
079810,APS이노베이션,기타,3725.0,931.25,0.48,0.05,18625.0,0.0,8.02,11.86,30.47,-50.33
950130,엑세스바이오,기타,2260.0,-1.04,0.15,0.0,0.0,0.0,7.95,-4.44,3.2,-35.34
382840,원준,기타,5100.0,-5.92,0.73,0.0,0.0,0.0,7.79,3.98,0.39,-50.53
069730,DSR제강,기타,5410.0,3.16,0.41,12.97,0.24,0.0,7.79,-1.99,7.34,-5.09
002220,한일철강,기타,2910.0,-138.57,0.43,0.0,0.0,0.0,7.77,1.57,-32.79,-46.8
389140,포바이포,기타,5420.0,-6.52,1.94,0.0,0.0,0.0,7.73,7.54,13.15,-39.78
389030,지니너스,기타,1970.0,-3.78,7.22,0.0,0.0,0.0,7.76,-4.14,-4.6,-63.92
009180,한솔로지스틱스,기타,2765.0,4.91,0.54,11.0,0.45,0.0,7.79,-1.25,3.17,-16.72
024880,케이피에프,기타,3855.0,4.1,0.29,7.07,0.58,0.0,7.69,-0.9,4.61,-36.07
365330,에스와이스틸텍,기타,1556.0,-30.51,0.81,0.0,0.0,0.0,7.81,3.73,-5.53,-59.53
000590,CS홀딩스,기타,67100.0,4.48,0.21,4.69,0.96,0.0,7.75,-0.59,0.0,-15.38
117670,알파칩스,기타,11570.0,-5.44,1.69,0.0,0.0,0.0,7.71,40.93,27.99,-39.11
102370,케이옥션,기타,2985.0,-15.96,0.74,0.0,0.0,0.0,7.73,-6.43,7.57,-8.85
005740,크라운해태홀딩스,기타,5190.0,4.38,0.22,5.02,0.87,0.0,7.71,-10.36,-1.89,-26.28
282620,기도산업,기타,13020.0,1.83,0.42,22.95,0.08,0.0,7.63,-13.32,-29.92,-29.92
338220,뷰노,기타,5440.0,-13.17,2.11,0.0,0.0,0.0,7.62,-26.59,-21.61,-71.75
124560,태웅로직스,기타,1980.0,-15.97,0.3,0.0,0.0,0.0,7.67,-3.18,11.55,-26.53
084730,팅크웨어,기타,6820.0,-3.4,0.43,0.0,0.0,0.0,7.58,4.6,16.98,-22.15
019550,SBI인베스트먼트,기타,962.0,13.74,1.13,8.22,1.67,0.0,7.75,-7.68,3.44,-24.61
225530,HC보광산업,기타,2105.0,-30.51,0.83,0.0,0.0,0.0,7.65,5.78,8.84,-47.24
041930,SY동아,기타,4990.0,2.86,0.39,13.64,0.21,0.0,7.58,2.78,8.95,-25.41
058400,KNN,기타,5920.0,6.98,0.34,4.87,1.43,0.0,7.84,12.55,11.49,-18.34
004840,DRB동일,기타,3960.0,17.68,0.19,1.07,16.52,0.0,7.63,-8.65,-3.77,-27.34
088390,이녹스,기타,8220.0,3.33,0.44,13.21,0.25,0.0,7.72,6.06,18.27,-41.91
475430,키스트론,기타,4360.0,0.0,0.0,0.0,0.0,0.0,7.78,1.4,-34.04,-10.1
331380,포커스에이아이,기타,2060.0,0.0,0.0,0.0,0.0,0.0,7.61,-0.96,40.9,-8.85
073640,테라사이언스,기타,654.0,-4.06,2.31,0.0,0.0,0.0,7.61,0.0,0.0,0.0
030960,양지사,기타,4825.0,-48.25,0.41,0.0,0.0,0.0,7.71,6.04,-17.1,-31.46
107600,새빗켐,기타,13730.0,-6.3,1.29,0.0,0.0,0.0,7.76,-15.77,-0.87,-56.55
371950,풍원정밀,기타,3275.0,-3.01,6.04,0.0,0.0,0.0,7.72,-2.24,-48.83,-70.5
007590,동방아그로,기타,5580.0,7.79,0.41,5.26,1.48,0.0,7.6,0.0,-1.93,-7.15
263800,데이타솔루션,기타,4725.0,315.0,2.25,0.71,443.66,0.0,7.67,-5.22,10.01,-13.78
168330,내츄럴엔도텍,기타,2380.0,-23.56,3.14,0.0,0.0,0.0,7.56,10.7,26.39,-12.82
000105,유한양행우,기타,65800.0,0.0,0.0,0.0,0.0,0.0,7.56,-6.53,11.71,-17.75
084680,이월드,기타,532.0,-3.67,0.32,0.0,0.0,0.0,7.54,13.92,-49.86,-73.2
012700,리드코프,기타,2915.0,5.77,0.17,2.95,1.96,0.0,7.58,-3.32,6.0,-22.99
253840,수젠텍,기타,4525.0,-3.25,0.91,0.0,0.0,0.0,7.58,3.55,21.64,-19.77
412350,레이저쎌,기타,5250.0,-3.29,3.58,0.0,0.0,0.0,7.67,21.81,28.36,-39.02
090470,제이스로보틱스,기타,4380.0,-3.09,0.56,0.0,0.0,0.0,7.65,-2.56,-1.02,-54.94
011370,서한,기타,3720.0,2.59,0.14,5.41,0.48,0.0,7.51,-4.98,5.98,-32.73
163560,동일고무벨트,기타,5430.0,7.08,0.32,4.52,1.57,0.0,7.55,-4.57,2.45,-28.93
013360,일성건설,기타,1389.0,20.13,1.03,5.12,3.93,0.0,7.5,-5.25,14.51,-29.49
083790,CG인바이츠,기타,969.0,-25.5,0.85,0.0,0.0,0.0,7.45,9.49,-4.81,-26.59
017480,삼현철강,기타,4890.0,13.93,0.39,2.8,4.98,0.0,7.55,0.62,10.14,1.56
303810,동국생명과학,기타,2380.0,28.33,0.63,2.22,12.76,0.0,7.61,5.57,0.64,-33.15
396270,넥스트칩,기타,2290.0,-2.68,6.29,0.0,0.0,0.0,7.53,11.98,-9.84,-59.97
038680,에스넷,기타,3770.0,16.46,0.66,4.01,4.1,0.0,7.51,-8.5,31.13,-19.19
040910,아이씨디,기타,4200.0,-41.18,0.7,0.0,0.0,0.0,7.63,-4.76,5.53,-28.81
020710,시공테크,기타,3715.0,2.44,0.38,15.57,0.16,0.0,7.45,4.06,13.78,-26.58
001260,남광토건,기타,7570.0,14.07,0.6,4.26,3.3,0.0,7.44,-0.66,-8.8,-22.44
451250,삐아,기타,7270.0,15.5,1.61,10.39,1.49,0.0,7.43,-5.09,-4.84,-18.68
060590,씨티씨바이오,기타,3085.0,23.02,1.01,4.39,5.24,0.0,7.46,2.66,11.37,-20.49
010960,삼호개발,기타,3080.0,4.07,0.29,7.13,0.57,0.0,7.43,0.0,-16.53,-22.71
066310,큐에스아이,기타,8110.0,29.93,0.84,2.81,10.65,0.0,7.52,9.15,9.45,-45.68
208140,정다운,기타,2260.0,12.15,0.57,4.69,2.59,0.0,7.39,0.22,8.39,-10.67
487400,케이앤에스아이앤씨,기타,7200.0,0.0,0.0,0.0,0.0,0.0,7.39,-19.1,-53.19,-53.19
012790,신일제약,기타,6100.0,5.11,0.49,9.59,0.53,0.0,7.31,2.52,24.49,-3.94
024740,한일단조,기타,2265.0,50.33,0.54,1.07,47.04,0.0,7.45,6.84,14.68,-40.24
048430,유라테크,기타,6360.0,6.64,0.47,7.08,0.94,0.0,7.33,5.12,19.77,-24.56
320000,한울반도체,기타,10600.0,-2.98,2.12,0.0,0.0,0.0,7.33,13.73,-23.91,38.2
013870,지엠비코리아,기타,3850.0,5.05,0.25,4.95,1.02,0.0,7.34,0.0,7.99,-21.75
011320,유니크,기타,3770.0,6.74,0.53,7.86,0.86,0.0,7.28,-1.31,4.43,-18.92
170030,현대공업,기타,4815.0,6.24,0.44,7.05,0.89,0.0,7.39,-2.53,4.67,-16.55
487580,폴레드,기타,2915.0,7.65,1.76,23.01,0.33,0.0,7.34,-12.86,-16.6,-85.42
058630,엠게임,기타,3880.0,4.73,0.54,11.42,0.41,0.0,7.28,-4.67,-3.96,-27.2
456570,아이엠지티,기타,13790.0,-2.71,-1.88,0.0,0.0,0.0,7.26,-4.44,28.88,-8.01
038460,바이오스마트,기타,2880.0,8.37,0.51,6.09,1.37,0.0,7.28,3.41,23.87,-35.64
005750,대림바스,기타,4415.0,5.5,0.43,7.82,0.7,0.0,7.33,-1.78,9.55,-22.95
060570,드림어스컴퍼니,기타,4980.0,28.62,0.51,1.78,16.08,0.0,7.38,46.04,22.96,-22.43
